,Institute,Academic Program Name,Quota,Seat Type,Gender,Closing Rank,Closing Rank 2024,Closing Rank 2023,Closing Rank 2022,Closing Rank 2021,Closing Rank 2020,State
1532,Indian Institute of Technology Madras,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Female-only (including Supernumerary),1334,2744,2172,2344,2296,1636,Tamil Nadu
1533,Indian Institute of Technology Madras,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,1466,1772,1883,2294,1992,2137,Tamil Nadu
1534,Indian Institute of Technology Madras,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),3216,3896,4504,5131,5728,4316,Tamil Nadu
1536,Indian Institute of Technology Madras,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,1513,1571,1846,1653,1532,1573,Tamil Nadu
1537,Indian Institute of Technology Madras,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Female-only (including Supernumerary),1960,2280,2540,2289,2854,1789,Tamil Nadu
1540,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1441,1858,1877,2090,1884,1589,Tamil Nadu
1541,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),4367,4636,4716,7936,4961,4007,Tamil Nadu
1543,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,586,803,740,773,899,928,Tamil Nadu
1544,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2138,2082,2346,1559,2057,1658,Tamil Nadu
1545,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1011,1192,1385,1417,1654,1867,Tamil Nadu
1546,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),2841,3046,2088,4723,4643,4036,Tamil Nadu
1547,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1015,1326,1175,1274,965,1443,Tamil Nadu
1548,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2194,685,1470,1751,2528,2244,Tamil Nadu
1549,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,719,1022,847,763,904,946,Tamil Nadu
1550,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),970,1429,1094,,,958,Tamil Nadu
1551,Indian Institute of Technology Madras,"Instrumentation and Biomedical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4366,,,,,,Tamil Nadu
1552,Indian Institute of Technology Madras,"Instrumentation and Biomedical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),7756,,,,,,Tamil Nadu
1554,Indian Institute of Technology Madras,"Instrumentation and Biomedical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1221,,,,,,Tamil Nadu
1555,Indian Institute of Technology Madras,"Instrumentation and Biomedical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2040,,,,,,Tamil Nadu
1556,Indian Institute of Technology Madras,"Instrumentation and Biomedical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2242,,,,,,Tamil Nadu
1557,Indian Institute of Technology Madras,"Instrumentation and Biomedical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),3943,,,,,,Tamil Nadu
1558,Indian Institute of Technology Madras,"Instrumentation and Biomedical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1887,,,,,,Tamil Nadu
1559,Indian Institute of Technology Madras,"Instrumentation and Biomedical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2120,,,,,,Tamil Nadu
1560,Indian Institute of Technology Madras,"Instrumentation and Biomedical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1061,,,,,,Tamil Nadu
1561,Indian Institute of Technology Madras,"Instrumentation and Biomedical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),390,,,,,,Tamil Nadu
1562,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2468,2310,2572,2786,2491,2314,Tamil Nadu
1563,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),6369,6678,5739,7823,6344,5280,Tamil Nadu
1566,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,479,577,514,669,492,508,Tamil Nadu
1567,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),993,1385,1016,1274,1442,1414,Tamil Nadu
1569,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1070,1199,1251,1258,1120,1034,Tamil Nadu
1570,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),3309,3442,2718,3765,3594,3297,Tamil Nadu
1572,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,732,792,976,788,696,666,Tamil Nadu
1573,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1508,1467,1628,1570,1873,1265,Tamil Nadu
1574,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,386,369,430,426,381,371,Tamil Nadu
1575,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),901,715,803,643,754,705,Tamil Nadu
1576,Indian Institute of Technology Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5499,4748,6169,6305,5800,5554,Tamil Nadu
1577,Indian Institute of Technology Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),11404,10699,10097,11090,12037,10559,Tamil Nadu
1579,Indian Institute of Technology Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1115,1263,1248,1218,1185,1187,Tamil Nadu
1580,Indian Institute of Technology Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1963,2109,2467,1925,2553,2739,Tamil Nadu
1581,Indian Institute of Technology Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2343,2463,2652,2691,2582,2805,Tamil Nadu
1582,Indian Institute of Technology Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),4822,5297,5094,5222,5349,4139,Tamil Nadu
1584,Indian Institute of Technology Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1686,1679,1728,1554,1473,1619,Tamil Nadu
1585,Indian Institute of Technology Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2276,2722,2854,2466,2411,2109,Tamil Nadu
1586,Indian Institute of Technology Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,739,784,812,653,767,829,Tamil Nadu
1588,Indian Institute of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7433,7404,7996,7966,8085,7929,Tamil Nadu
1589,Indian Institute of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),14878,13618,13898,13887,14636,14212,Tamil Nadu
1591,Indian Institute of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1476,1568,1738,1373,1399,1755,Tamil Nadu
1592,Indian Institute of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2814,2807,3148,3047,2402,3291,Tamil Nadu
1593,Indian Institute of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3131,3210,3240,3287,3572,3423,Tamil Nadu
1594,Indian Institute of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),6399,6778,5845,6382,7334,5883,Tamil Nadu
1596,Indian Institute of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2009,2224,2370,1796,1808,2298,Tamil Nadu
1597,Indian Institute of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2750,3007,3020,3146,3351,2506,Tamil Nadu
1601,Indian Institute of Technology Madras,"Physics (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,3804,,,,,,Tamil Nadu
1602,Indian Institute of Technology Madras,"Physics (4 Years, Bachelor of Science)",AI,OPEN,Female-only (including Supernumerary),15596,,,,,,Tamil Nadu
1603,Indian Institute of Technology Madras,"Physics (4 Years, Bachelor of Science)",AI,EWS,Gender-Neutral,1129,,,,,,Tamil Nadu
1604,Indian Institute of Technology Madras,"Physics (4 Years, Bachelor of Science)",AI,OBC-NCL,Gender-Neutral,2420,,,,,,Tamil Nadu
1605,Indian Institute of Technology Madras,"Physics (4 Years, Bachelor of Science)",AI,OBC-NCL,Female-only (including Supernumerary),5549,,,,,,Tamil Nadu
1606,Indian Institute of Technology Madras,"Physics (4 Years, Bachelor of Science)",AI,SC,Gender-Neutral,326,,,,,,Tamil Nadu
1607,Indian Institute of Technology Madras,"Physics (4 Years, Bachelor of Science)",AI,ST,Gender-Neutral,1075,,,,,,Tamil Nadu
1608,Indian Institute of Technology Gandhinagar,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2236,2309,2373,,,,Gujarat
1609,Indian Institute of Technology Gandhinagar,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),5962,4824,2979,,,,Gujarat
1610,Indian Institute of Technology Gandhinagar,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,344,361,352,,,,Gujarat
1611,Indian Institute of Technology Gandhinagar,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1140,1115,1107,,,,Gujarat
1612,Indian Institute of Technology Gandhinagar,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),2821,2534,1993,,,,Gujarat
1614,Indian Institute of Technology Gandhinagar,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,740,649,757,,,,Gujarat
1615,Indian Institute of Technology Gandhinagar,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1263,989,1004,,,,Gujarat
1616,Indian Institute of Technology Gandhinagar,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,295,249,310,,,,Gujarat
1617,Indian Institute of Technology Gandhinagar,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),716,,,,,,Gujarat
1618,Indian Institute of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,9276,8269,9651,9270,8711,7986,Gujarat
1619,Indian Institute of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),16100,15791,14158,14914,15681,13493,Gujarat
1620,Indian Institute of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1531,1553,1668,1679,1447,1522,Gujarat
1621,Indian Institute of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2751,3039,3335,2748,3408,2796,Gujarat
1622,Indian Institute of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3681,3800,4270,4031,3773,3610,Gujarat
1623,Indian Institute of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),6911,7934,7020,7184,7606,7143,Gujarat
1624,Indian Institute of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2436,2125,2255,2158,2267,2478,Gujarat
1625,Indian Institute of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3689,3126,3272,3005,3322,2613,Gujarat
1628,Indian Institute of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,10796,10234,11422,11217,9848,9012,Gujarat
1629,Indian Institute of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),17377,17839,17741,17470,17144,15881,Gujarat
1630,Indian Institute of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1688,1761,1846,1741,1499,1688,Gujarat
1631,Indian Institute of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2941,2965,3336,,3354,3487,Gujarat
1632,Indian Institute of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4296,4148,4288,4170,3827,3827,Gujarat
1633,Indian Institute of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),7922,8173,6582,7656,7916,7200,Gujarat
1634,Indian Institute of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2498,2356,2432,2286,2198,2046,Gujarat
1635,Indian Institute of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3710,3416,3446,3004,3073,2639,Gujarat
1636,Indian Institute of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,565,651,694,686,646,541,Gujarat
1637,Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2020,1708,1555,1366,1519,1448,Gujarat
1638,Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),4811,4592,2465,3277,3260,3460,Gujarat
1639,Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,83,71,21,,77,69,Gujarat
1640,Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,308,264,226,225,193,216,Gujarat
1641,Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),508,770,650,475,469,852,Gujarat
1642,Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,805,750,571,623,679,767,Gujarat
1643,Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),2635,1714,1457,1098,1578,1392,Gujarat
1644,Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,81,,,18,,,Gujarat
1645,Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,428,338,412,332,429,528,Gujarat
1646,Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1027,828,790,758,1140,756,Gujarat
1647,Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,178,207,219,127,260,226,Gujarat
